_id,id,home_team_id,away_team_id,home_score,away_score,home_scorers,away_scorers,group,matchday,local_date,persian_date,stadium_id,finished,time_elapsed,type,homeTeam,visitingTeam,date,createdAt,__v
698715d986f40cb8740e275f,29,9,11,0,0,null,null,C,2,06/19/2026 21:00,1405-03-29 21:00,13,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-19T17:30:00.000Z,2026-02-07T10:37:13.504Z,0
698715d986f40cb8740e2761,30,12,10,0,0,null,null,C,2,06/19/2026 18:00,1405-03-29 18:00,14,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-19T14:30:00.000Z,2026-02-07T10:37:13.505Z,0
698715d986f40cb8740e2763,31,13,15,0,0,null,null,D,2,06/19/2026 12:00,1405-03-29 12:00,15,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-19T08:30:00.000Z,2026-02-07T10:37:13.507Z,0
698715d986f40cb8740e2765,32,16,14,0,0,null,null,D,2,06/19/2026 15:00,1405-03-29 15:00,16,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-19T11:30:00.000Z,2026-02-07T10:37:13.509Z,0
698715d986f40cb8740e2767,33,17,19,0,0,null,null,E,2,06/20/2026 19:00,1405-03-30 19:00,1,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-20T15:30:00.000Z,2026-02-07T10:37:13.510Z,0
698715d986f40cb8740e2769,34,20,18,0,0,null,null,E,2,06/20/2026 19:00,1405-03-30 19:00,2,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-20T15:30:00.000Z,2026-02-07T10:37:13.512Z,0
698715d986f40cb8740e276b,35,21,23,0,0,null,null,F,2,06/20/2026 12:00,1405-03-30 12:00,3,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-20T08:30:00.000Z,2026-02-07T10:37:13.513Z,0
698715d986f40cb8740e276d,36,24,22,0,0,null,null,F,2,06/20/2026 15:00,1405-03-30 15:00,4,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-20T11:30:00.000Z,2026-02-07T10:37:13.514Z,0
698715d986f40cb8740e276f,37,25,27,0,0,null,null,G,2,06/21/2026 15:00,1405-03-31 15:00,5,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-21T11:30:00.000Z,2026-02-07T10:37:13.517Z,0
698715d986f40cb8740e2771,38,28,26,0,0,null,null,G,2,06/21/2026 12:00,1405-03-31 12:00,6,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-21T08:30:00.000Z,2026-02-07T10:37:13.518Z,0
698715d986f40cb8740e2773,39,29,31,0,0,null,null,H,2,06/21/2026 18:00,1405-03-31 18:00,7,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-21T14:30:00.000Z,2026-02-07T10:37:13.520Z,0
698715d986f40cb8740e2775,40,32,30,0,0,null,null,H,2,06/21/2026 21:00,1405-03-31 21:00,8,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-21T17:30:00.000Z,2026-02-07T10:37:13.521Z,0
698715d986f40cb8740e2777,41,33,35,0,0,null,null,I,2,06/22/2026 17:00,1405-04-01 17:00,9,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-22T13:30:00.000Z,2026-02-07T10:37:13.522Z,0
698715d986f40cb8740e2779,42,36,34,0,0,null,null,I,2,06/22/2026 14:00,1405-04-01 14:00,10,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-22T10:30:00.000Z,2026-02-07T10:37:13.524Z,0
698715d986f40cb8740e277b,43,37,39,0,0,null,null,J,2,06/22/2026 20:00,1405-04-01 20:00,11,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-22T16:30:00.000Z,2026-02-07T10:37:13.527Z,0
698715d986f40cb8740e277d,44,40,38,0,0,null,null,J,2,06/22/2026 11:00,1405-04-01 11:00,12,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-22T07:30:00.000Z,2026-02-07T10:37:13.529Z,0
698715d986f40cb8740e277f,45,41,43,0,0,null,null,K,2,06/23/2026 15:00,1405-04-02 15:00,13,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-23T11:30:00.000Z,2026-02-07T10:37:13.530Z,0
698715d986f40cb8740e2781,46,48,46,0,0,null,null,L,2,06/23/2026 19:00,1405-04-02 19:00,14,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-23T15:30:00.000Z,2026-02-07T10:37:13.532Z,0
698715d986f40cb8740e2783,47,44,42,0,0,null,null,K,2,06/23/2026 12:00,1405-04-02 12:00,15,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-23T08:30:00.000Z,2026-02-07T10:37:13.533Z,0
698715d986f40cb8740e2785,48,45,47,0,0,null,null,L,2,06/23/2026 21:00,1405-04-02 21:00,16,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-23T17:30:00.000Z,2026-02-07T10:37:13.534Z,0
698715d986f40cb8740e2787,49,12,9,0,0,null,null,C,3,06/24/2026 18:00,1405-04-03 18:00,1,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-24T14:30:00.000Z,2026-02-07T10:37:13.535Z,0
698715d986f40cb8740e2789,50,10,11,0,0,null,null,C,3,06/24/2026 18:00,1405-04-03 18:00,2,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-24T14:30:00.000Z,2026-02-07T10:37:13.536Z,0
698715d986f40cb8740e278b,51,2,3,0,0,null,null,A,3,06/24/2026 19:00,1405-04-03 19:00,3,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-24T15:30:00.000Z,2026-02-07T10:37:13.537Z,0
698715d986f40cb8740e278d,52,4,1,0,0,null,null,A,3,06/24/2026 19:00,1405-04-03 19:00,4,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-24T15:30:00.000Z,2026-02-07T10:37:13.538Z,0
698715d986f40cb8740e278f,53,6,5,0,0,null,null,B,3,06/25/2026 18:00,1405-04-04 18:00,5,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-25T14:30:00.000Z,2026-02-07T10:37:13.539Z,0
698715d986f40cb8740e2791,54,7,8,0,0,null,null,B,3,06/25/2026 18:00,1405-04-04 18:00,6,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-25T14:30:00.000Z,2026-02-07T10:37:13.541Z,0
698715d986f40cb8740e2793,55,18,19,0,0,null,null,E,3,06/25/2026 16:00,1405-04-04 16:00,7,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-25T12:30:00.000Z,2026-02-07T10:37:13.542Z,0
698715d986f40cb8740e2795,56,20,17,0,0,null,null,E,3,06/25/2026 16:00,1405-04-04 16:00,8,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-25T12:30:00.000Z,2026-02-07T10:37:13.543Z,0
698715d986f40cb8740e2797,57,14,15,0,0,null,null,D,3,06/25/2026 19:00,1405-04-04 19:00,9,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-25T15:30:00.000Z,2026-02-07T10:37:13.545Z,0
698715d986f40cb8740e2799,58,16,13,0,0,null,null,D,3,06/25/2026 19:00,1405-04-04 19:00,10,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-25T15:30:00.000Z,2026-02-07T10:37:13.546Z,0
698715d986f40cb8740e279b,59,22,23,0,0,null,null,F,3,06/26/2026 18:00,1405-04-05 18:00,11,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-26T14:30:00.000Z,2026-02-07T10:37:13.547Z,0
698715d986f40cb8740e279d,60,24,21,0,0,null,null,F,3,06/26/2026 18:00,1405-04-05 18:00,12,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-26T14:30:00.000Z,2026-02-07T10:37:13.548Z,0
698715d986f40cb8740e279f,61,34,35,0,0,null,null,I,3,06/26/2026 15:00,1405-04-05 15:00,13,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-26T11:30:00.000Z,2026-02-07T10:37:13.549Z,0
698715d986f40cb8740e27a1,62,36,33,0,0,null,null,I,3,06/26/2026 15:00,1405-04-05 15:00,14,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-26T11:30:00.000Z,2026-02-07T10:37:13.551Z,0
698715d986f40cb8740e27a3,63,26,27,0,0,null,null,G,3,06/26/2026 20:00,1405-04-05 20:00,15,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-26T16:30:00.000Z,2026-02-07T10:37:13.552Z,0
698715d986f40cb8740e27a5,64,28,25,0,0,null,null,G,3,06/26/2026 20:00,1405-04-05 20:00,16,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-26T16:30:00.000Z,2026-02-07T10:37:13.553Z,0
698715d986f40cb8740e27a7,65,30,31,0,0,null,null,H,3,06/27/2026 17:00,1405-04-06 17:00,1,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-27T13:30:00.000Z,2026-02-07T10:37:13.554Z,0
698715d986f40cb8740e27a9,66,32,29,0,0,null,null,H,3,06/27/2026 17:00,1405-04-06 17:00,2,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-27T13:30:00.000Z,2026-02-07T10:37:13.555Z,0
698715d986f40cb8740e27ab,67,48,45,0,0,null,null,L,3,06/27/2026 17:00,1405-04-06 17:00,3,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-27T13:30:00.000Z,2026-02-07T10:37:13.556Z,0
698715d986f40cb8740e27ad,68,46,47,0,0,null,null,L,3,06/27/2026 17:00,1405-04-06 17:00,4,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-27T13:30:00.000Z,2026-02-07T10:37:13.557Z,0
698715d986f40cb8740e27af,69,38,39,0,0,null,null,J,3,06/27/2026 20:00,1405-04-06 20:00,5,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-27T16:30:00.000Z,2026-02-07T10:37:13.558Z,0
698715d986f40cb8740e27b1,70,40,37,0,0,null,null,J,3,06/27/2026 20:00,1405-04-06 20:00,6,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-27T16:30:00.000Z,2026-02-07T10:37:13.560Z,0
698715d986f40cb8740e27b3,71,44,41,0,0,null,null,K,3,06/27/2026 19:30,1405-04-06 19:30,7,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-27T16:00:00.000Z,2026-02-07T10:37:13.561Z,0
698715d986f40cb8740e27b5,72,42,43,0,0,null,null,K,3,06/27/2026 19:30,1405-04-06 19:30,8,FALSE,notstarted,group,698715d47f2bf926c1b297bc,698715d47f2bf926c1b297bc,2026-06-27T16:00:00.000Z,2026-02-07T10:37:13.562Z,0
